Time;ModuleName;Level;Channel;UR_Time;Value1;Value2;Value3;Value4;Value5;Value6
2019-12-07 19:45:18,060;URBasic.dataLogData;INFO;speed_scaling;9950.856;0.0
2019-12-07 19:45:18,060;URBasic.dataLogData;INFO;actual_TCP_pose;9950.856;-0.119798;-0.463991;0.192687;-0.31919;-3.092937;-0.002584
2019-12-07 19:45:18,060;URBasic.dataLogData;INFO;standard_analog_output1;9950.856;0.004
2019-12-07 19:45:18,060;URBasic.dataLogData;INFO;robot_mode;9950.856;7
2019-12-07 19:45:18,060;URBasic.dataLogData;INFO;actual_digital_output_bits;9950.856;0
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;output_double_register_1;9950.856;0.0
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;output_double_register_2;9950.856;0.0
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;runtime_state;9950.856;1
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;standard_analog_input0;9950.856;0.004
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;output_double_register_3;9950.856;0.0
2019-12-07 19:45:18,061;URBasic.dataLogData;INFO;standard_analog_input1;9950.856;0.004
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;output_int_register_1;9950.856;0
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;actual_tool_accelerometer;9950.856;0.6563;0.3087;-12.1252
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;actual_qd;9950.856;0.0;0.0;-0.0;0.0;0.0;0.0
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;actual_digital_input_bits;9950.856;0
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;safety_status_bits;9950.856;1
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;standard_analog_output0;9950.856;0.004
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;actual_momentum;9950.856;0.0
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;output_bit_registers0_to_31;9950.856;0
2019-12-07 19:45:18,062;URBasic.dataLogData;INFO;robot_status_bits;9950.856;1
2019-12-07 19:45:18,063;URBasic.dataLogData;INFO;output_int_register_0;9950.856;0
2019-12-07 19:45:18,063;URBasic.dataLogData;INFO;actual_TCP_force;9950.856;1.8911;-4.4889;-11.7903;0.4541;-0.0951;-0.7376
2019-12-07 19:45:18,063;URBasic.dataLogData;INFO;actual_q;9950.856;-1.586126;-1.670824;-2.049033;5.28597;1.545511;0.194431
2019-12-07 19:45:18,063;URBasic.dataLogData;INFO;output_double_register_0;9950.856;0.0
2019-12-07 19:45:18,063;URBasic.dataLogData;INFO;analog_io_types;9950.856;3
2019-12-07 19:45:18,068;URBasic.dataLogData;INFO;actual_TCP_pose;9950.864;-0.119795;-0.464002;0.192697;-0.319108;-3.092875;-0.002537
2019-12-07 19:45:18,069;URBasic.dataLogData;INFO;actual_tool_accelerometer;9950.864;0.6803;0.3446;-12.0862
2019-12-07 19:45:18,069;URBasic.dataLogData;INFO;actual_TCP_force;9950.864;2.2951;-3.5975;-11.4408;0.4064;-0.0678;-0.6951
2019-12-07 19:45:18,069;URBasic.dataLogData;INFO;actual_q;9950.864;-1.586101;-1.670824;-2.04901;5.28597;1.545439;0.194407
